,TEAM,DATE,LOC,GAME_ID,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Troy Daniels,PHO,2019-04-05,PHO,201904050PHO,23.55,5,9,.556,4,7,.571,0,0,,0,2,2,0,1,0,0,3,14,-16
Jimmer Fredette,PHO,2019-04-05,PHO,201904050PHO,0.0,,,,,,,,,,,,,,,,,,,
Richaun Holmes,PHO,2019-04-05,PHO,201904050PHO,0.0,,,,,,,,,,,,,,,,,,,
Devin Booker,PHO,2019-04-05,PHO,201904050PHO,0.0,,,,,,,,,,,,,,,,,,,
Damian Lillard,POR,2019-04-05,DEN,201904050DEN,39.3,3,14,.214,0,6,.000,8,9,.889,0,4,4,8,0,0,2,3,14,+5
Enes Kanter,POR,2019-04-05,DEN,201904050DEN,38.133,12,17,.706,0,0,,0,0,,5,2,7,4,0,0,2,3,24,+6
Rodney Hood,POR,2019-04-05,DEN,201904050DEN,34.333,8,12,.667,1,4,.250,0,0,,0,2,2,1,3,0,1,3,17,+4
Al-Farouq Aminu,POR,2019-04-05,DEN,201904050DEN,31.3,3,11,.273,2,6,.333,4,4,1.000,3,11,14,3,2,1,2,0,12,+2
Maurice Harkless,POR,2019-04-05,DEN,201904050DEN,29.033,4,7,.571,1,2,.500,0,0,,2,3,5,2,0,0,3,4,9,-2
Evan Turner,POR,2019-04-05,DEN,201904050DEN,21.267,5,9,.556,2,3,.667,3,5,.600,1,0,1,3,0,0,2,3,15,-10
Jake Layman,POR,2019-04-05,DEN,201904050DEN,19.083,6,10,.600,3,5,.600,0,0,,0,2,2,2,1,0,0,4,15,-18
Zach Collins,POR,2019-04-05,DEN,201904050DEN,15.8,1,4,.250,1,2,.500,1,2,.500,1,3,4,1,0,1,1,1,4,-14
Meyers Leonard,POR,2019-04-05,DEN,201904050DEN,6.983,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-11
Anfernee Simons,POR,2019-04-05,DEN,201904050DEN,4.767,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-7
Seth Curry,POR,2019-04-05,DEN,201904050DEN,0.0,,,,,,,,,,,,,,,,,,,
Skal Labissière,POR,2019-04-05,DEN,201904050DEN,0.0,,,,,,,,,,,,,,,,,,,
Gary Trent,POR,2019-04-05,DEN,201904050DEN,0.0,,,,,,,,,,,,,,,,,,,
Nikola Jokić,DEN,2019-04-05,DEN,201904050DEN,36.75,9,15,.600,1,4,.250,3,4,.750,3,10,13,9,2,1,2,3,22,+6
Jamal Murray,DEN,2019-04-05,DEN,201904050DEN,35.883,7,15,.467,2,4,.500,7,7,1.000,1,3,4,6,1,0,0,2,23,0
Paul Millsap,DEN,2019-04-05,DEN,201904050DEN,30.367,9,12,.750,1,2,.500,6,7,.857,3,4,7,2,1,0,4,4,25,+5
Gary Harris,DEN,2019-04-05,DEN,201904050DEN,28.183,1,9,.111,0,5,.000,4,4,1.000,0,1,1,0,2,0,1,1,6,-7
Will Barton,DEN,2019-04-05,DEN,201904050DEN,22.883,2,7,.286,0,3,.000,0,1,.000,0,1,1,1,0,1,1,0,4,-7
Mason Plumlee,DEN,2019-04-05,DEN,201904050DEN,28.333,1,5,.200,0,1,.000,2,2,1.000,1,5,6,4,1,2,1,4,4,+11
Torrey Craig,DEN,2019-04-05,DEN,201904050DEN,26.7,6,9,.667,2,5,.400,4,4,1.000,4,3,7,1,0,0,0,4,18,+10
Malik Beasley,DEN,2019-04-05,DEN,201904050DEN,17.217,4,7,.571,1,2,.500,0,0,,0,0,0,2,2,0,0,0,9,+15
Monte Morris,DEN,2019-04-05,DEN,201904050DEN,13.683,4,5,.800,0,1,.000,0,0,,0,0,0,2,1,0,0,1,8,+12
Trey Lyles,DEN,2019-04-05,DEN,201904050DEN,0.0,,,,,,,,,,,,,,,,,,,
Juan Hernangómez,DEN,2019-04-05,DEN,201904050DEN,0.0,,,,,,,,,,,,,,,,,,,
Isaiah Thomas,DEN,2019-04-05,DEN,201904050DEN,0.0,,,,,,,,,,,,,,,,,,,
Jarred Vanderbilt,DEN,2019-04-05,DEN,201904050DEN,0.0,,,,,,,,,,,,,,,,,,,
Cedi Osman,CLE,2019-04-05,GSW,201904050GSW,32.783,6,12,.500,1,6,.167,2,2,1.000,2,4,6,2,2,0,1,1,15,-4
Larry Nance,CLE,2019-04-05,GSW,201904050GSW,32.367,6,10,.600,1,3,.333,0,0,,3,11,14,3,3,1,2,4,13,-6
Collin Sexton,CLE,2019-04-05,GSW,201904050GSW,31.9,10,21,.476,3,7,.429,4,4,1.000,0,1,1,4,2,0,0,2,27,-7
Brandon Knight,CLE,2019-04-05,GSW,201904050GSW,31.633,3,10,.300,0,5,.000,0,0,,1,2,3,3,0,0,0,2,6,-2
Tristan Thompson,CLE,2019-04-05,GSW,201904050GSW,21.317,4,8,.500,0,0,,4,6,.667,1,5,6,1,0,0,1,0,12,-17
Jordan Clarkson,CLE,2019-04-05,GSW,201904050GSW,32.4,4,15,.267,2,6,.333,0,0,,0,2,2,4,0,0,0,1,10,0
David Nwaba,CLE,2019-04-05,GSW,201904050GSW,22.933,5,7,.714,0,1,.000,3,3,1.000,2,5,7,3,0,0,1,0,13,+13
Ante Žižić,CLE,2019-04-05,GSW,201904050GSW,16.767,4,8,.500,0,0,,4,4,1.000,3,3,6,0,0,0,0,1,12,-4
Nik Stauskas,CLE,2019-04-05,GSW,201904050GSW,12.133,1,4,.250,0,1,.000,2,2,1.000,0,2,2,1,1,0,0,0,4,-5
Marquese Chriss,CLE,2019-04-05,GSW,201904050GSW,5.767,0,2,.000,0,1,.000,2,2,1.000,0,1,1,0,1,0,0,0,2,+2
Kevin Love,CLE,2019-04-05,GSW,201904050GSW,0.0,,,,,,,,,,,,,,,,,,,
Channing Frye,CLE,2019-04-05,GSW,201904050GSW,0.0,,,,,,,,,,,,,,,,,,,
Deng Adel,CLE,2019-04-05,GSW,201904050GSW,0.0,,,,,,,,,,,,,,,,,,,
Kevin Durant,GSW,2019-04-05,GSW,201904050GSW,36.7,7,14,.500,1,3,.333,0,0,,0,5,5,8,1,1,2,2,15,+5
Klay Thompson,GSW,2019-04-05,GSW,201904050GSW,36.2,5,15,.333,1,7,.143,0,0,,0,4,4,3,0,1,1,1,11,+11
Stephen Curry,GSW,2019-04-05,GSW,201904050GSW,36.1,12,21,.571,9,12,.750,7,7,1.000,1,5,6,7,0,1,4,1,40,+5
Draymond Green,GSW,2019-04-05,GSW,201904050GSW,36.1,8,14,.571,3,7,.429,1,1,1.000,0,8,8,5,1,1,3,2,20,+5
Andrew Bogut,GSW,2019-04-05,GSW,201904050GSW,20.95,3,6,.500,0,0,,0,0,,2,5,7,0,0,1,0,4,6,+15
Jonas Jerebko,GSW,2019-04-05,GSW,201904050GSW,16.967,2,3,.667,2,2,1.000,0,0,,0,1,1,0,0,0,0,4,6,-9
Quinn Cook,GSW,2019-04-05,GSW,201904050GSW,15.967,5,6,.833,4,5,.800,0,0,,0,1,1,2,0,0,1,2,14,+3
Jordan Bell,GSW,2019-04-05,GSW,201904050GSW,12.017,2,3,.667,0,0,,0,0,,0,2,2,2,0,1,1,1,4,+1
Kevon Looney,GSW,2019-04-05,GSW,201904050GSW,9.9,2,3,.667,0,0,,0,0,,1,0,1,0,0,0,1,2,4,-3
Alfonzo McKinnie,GSW,2019-04-05,GSW,201904050GSW,9.2,0,1,.000,0,1,.000,0,0,,0,2,2,1,0,1,0,1,0,-4
Shaun Livingston,GSW,2019-04-05,GSW,201904050GSW,7.283,0,0,,0,0,,0,0,,0,0,0,1,0,1,0,1,0,+4
Damion Lee,GSW,2019-04-05,GSW,201904050GSW,2.617,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-3
Jacob Evans,GSW,2019-04-05,GSW,201904050GSW,0.0,,,,,,,,,,,,,,,,,,,
Kentavious Caldwell-Pope,LAL,2019-04-05,LAC,201904050LAC,40.183,9,25,.360,5,14,.357,2,2,1.000,1,5,6,4,2,0,0,1,25,+4
Alex Caruso,LAL,2019-04-05,LAC,201904050LAC,38.183,10,19,.526,5,7,.714,7,7,1.000,2,8,10,5,2,1,3,2,32,+2
Rajon Rondo,LAL,2019-04-05,LAC,201904050LAC,36.667,6,16,.375,3,5,.600,0,1,.000,1,5,6,12,0,0,6,2,15,-7
JaVale McGee,LAL,2019-04-05,LAC,201904050LAC,25.933,9,12,.750,0,1,.000,0,2,.000,2,8,10,0,0,3,2,5,18,+5
Moritz Wagner,LAL,2019-04-05,LAC,201904050LAC,11.75,0,3,.000,0,0,,5,5,1.000,0,0,0,0,1,0,1,2,5,+1
Mike Muscala,LAL,2019-04-05,LAC,201904050LAC,26.5,3,7,.429,1,3,.333,2,2,1.000,1,5,6,1,0,3,1,3,9,+4
Jemerrio Jones,LAL,2019-04-05,LAC,201904050LAC,25.367,2,5,.400,0,0,,1,2,.500,4,6,10,2,1,1,1,4,5,+8
Johnathan Williams,LAL,2019-04-05,LAC,201904050LAC,22.067,4,6,.667,0,1,.000,4,4,1.000,2,3,5,2,1,1,0,3,12,0
Isaac Bonga,LAL,2019-04-05,LAC,201904050LAC,13.35,0,3,.000,0,1,.000,1,2,.500,1,1,2,2,1,1,0,2,1,+8
Lance Stephenson,LAL,2019-04-05,LAC,201904050LAC,0.0,,,,,,,,,,,,,,,,,,,
Reggie Bullock,LAL,2019-04-05,LAC,201904050LAC,0.0,,,,,,,,,,,,,,,,,,,
Tyson Chandler,LAL,2019-04-05,LAC,201904050LAC,0.0,,,,,,,,,,,,,,,,,,,
Shai Gilgeous-Alexander,LAC,2019-04-05,LAC,201904050LAC,37.0,10,19,.526,0,4,.000,0,0,,2,6,8,6,1,1,1,3,20,+5
Danilo Gallinari,LAC,2019-04-05,LAC,201904050LAC,32.9,8,18,.444,3,6,.500,8,9,.889,1,5,6,8,3,2,3,2,27,+10
Garrett Temple,LAC,2019-04-05,LAC,201904050LAC,30.867,5,10,.500,3,7,.429,3,4,.750,1,5,6,1,2,0,1,3,16,+10
Ivica Zubac,LAC,2019-04-05,LAC,201904050LAC,18.883,5,8,.625,0,0,,1,1,1.000,1,7,8,0,0,1,1,0,11,+4
Landry Shamet,LAC,2019-04-05,LAC,201904050LAC,17.733,0,3,.000,0,2,.000,0,0,,0,1,1,2,0,0,1,2,0,+7
Lou Williams,LAC,2019-04-05,LAC,201904050LAC,34.067,4,12,.333,3,5,.600,7,7,1.000,0,4,4,8,0,0,1,3,18,-13
Montrezl Harrell,LAC,2019-04-05,LAC,201904050LAC,28.85,4,9,.444,0,0,,6,8,.750,2,6,8,4,0,1,1,3,14,-9
Wilson Chandler,LAC,2019-04-05,LAC,201904050LAC,15.1,1,5,.200,1,2,.500,2,2,1.000,0,3,3,0,0,1,0,2,5,-15
Jerome Robinson,LAC,2019-04-05,LAC,201904050LAC,13.583,1,4,.250,0,3,.000,0,0,,0,1,1,0,1,0,2,1,2,-14
Tyrone Wallace,LAC,2019-04-05,LAC,201904050LAC,6.183,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,3,2,-1
Sindarius Thornwell,LAC,2019-04-05,LAC,201904050LAC,4.817,1,1,1.000,0,0,,0,0,,0,0,0,0,0,2,0,0,2,-9
Johnathan Motley,LAC,2019-04-05,LAC,201904050LAC,0.0,,,,,,,,,,,,,,,,,,,
Ángel Delgado,LAC,2019-04-05,LAC,201904050LAC,0.0,,,,,,,,,,,,,,,,,,,
Joe Harris,BRK,2019-04-06,MIL,201904060MIL,34.717,5,16,.313,3,6,.500,1,1,1.000,2,4,6,1,1,0,1,1,14,+2
D'Angelo Russell,BRK,2019-04-06,MIL,201904060MIL,32.6,10,15,.667,3,4,.750,2,3,.667,0,2,2,10,2,0,3,2,25,+12
DeMarre Carroll,BRK,2019-04-06,MIL,201904060MIL,26.733,2,8,.250,0,4,.000,0,0,,0,5,5,2,1,0,0,1,4,-3
Rodions Kurucs,BRK,2019-04-06,MIL,201904060MIL,24.017,4,14,.286,3,11,.273,0,1,.000,0,5,5,3,0,0,1,3,11,+1
Jarrett Allen,BRK,2019-04-06,MIL,201904060MIL,12.367,4,4,1.000,0,0,,2,2,1.000,2,5,7,0,0,0,0,1,10,-7
Spencer Dinwiddie,BRK,2019-04-06,MIL,201904060MIL,28.933,3,7,.429,1,4,.250,3,3,1.000,1,2,3,1,1,0,1,2,10,-5
Caris LeVert,BRK,2019-04-06,MIL,201904060MIL,25.95,9,12,.750,4,5,.800,2,4,.500,0,2,2,6,0,0,2,2,24,-1
Jared Dudley,BRK,2019-04-06,MIL,201904060MIL,23.383,4,8,.500,2,4,.500,6,6,1.000,4,2,6,1,2,0,0,3,16,+19
Treveon Graham,BRK,2019-04-06,MIL,201904060MIL,22.817,3,9,.333,3,7,.429,0,0,,2,3,5,1,0,0,2,4,9,+6
Ed Davis,BRK,2019-04-06,MIL,201904060MIL,8.467,4,4,1.000,0,0,,2,3,.667,1,1,2,0,0,0,0,0,10,+1
Rondae Hollis-Jefferson,BRK,2019-04-06,MIL,201904060MIL,0.0,,,,,,,,,,,,,,,,,,,
Shabazz Napier,BRK,2019-04-06,MIL,201904060MIL,0.0,,,,,,,,,,,,,,,,,,,
Eric Bledsoe,MIL,2019-04-06,MIL,201904060MIL,32.7,12,17,.706,5,6,.833,4,7,.571,2,2,4,11,2,1,4,2,33,-9
Brook Lopez,MIL,2019-04-06,MIL,201904060MIL,29.817,2,8,.250,1,3,.333,2,2,1.000,2,6,8,1,0,3,0,3,7,-2
Khris Middleton,MIL,2019-04-06,MIL,201904060MIL,29.633,9,18,.500,2,7,.286,4,4,1.000,0,4,4,3,1,0,4,0,24,-14
Sterling Brown,MIL,2019-04-06,MIL,201904060MIL,29.233,5,7,.714,1,2,.500,0,2,.000,0,4,4,5,0,0,2,1,11,+3
D.J. Wilson,MIL,2019-04-06,MIL,201904060MIL,20.517,2,7,.286,1,5,.200,0,0,,0,7,7,2,0,0,1,4,5,-9
Pat Connaughton,MIL,2019-04-06,MIL,201904060MIL,30.533,6,8,.750,1,2,.500,0,1,.000,1,7,8,3,2,0,0,2,13,-5
Ersan İlyasova,MIL,2019-04-06,MIL,201904060MIL,25.417,5,10,.500,1,3,.333,1,1,1.000,1,6,7,0,1,0,0,3,12,0
George Hill,MIL,2019-04-06,MIL,201904060MIL,24.033,5,8,.625,2,4,.500,2,2,1.000,0,0,0,2,0,0,1,2,14,+3
Tim Frazier,MIL,2019-04-06,MIL,201904060MIL,18.1,3,5,.600,2,2,1.000,1,2,.500,0,1,1,1,1,0,2,1,9,+8
Bonzie Colson,MIL,2019-04-06,MIL,201904060MIL,0.0,,,,,,,,,,,,,,,,,,,
Tony Snell,MIL,2019-04-06,MIL,201904060MIL,0.0,,,,,,,,,,,,,,,,,,,
Giannis Antetokounmpo,MIL,2019-04-06,MIL,201904060MIL,0.0,,,,,,,,,,,,,,,,,,,
Tobias Harris,PHI,2019-04-06,CHI,201904060CHI,31.867,6,14,.429,0,2,.000,4,6,.667,1,5,6,5,0,0,3,0,16,+7
Joel Embiid,PHI,2019-04-06,CHI,201904060CHI,27.767,9,16,.563,0,3,.000,2,6,.333,1,9,10,5,0,3,2,2,20,+12
Ben Simmons,PHI,2019-04-06,CHI,201904060CHI,26.25,6,10,.600,0,0,,2,5,.400,3,1,4,4,2,1,1,0,14,+13
J.J. Redick,PHI,2019-04-06,CHI,201904060CHI,24.25,8,12,.667,4,7,.571,3,3,1.000,0,5,5,1,1,0,1,1,23,+10
Mike Scott,PHI,2019-04-06,CHI,201904060CHI,23.283,1,3,.333,1,3,.333,0,0,,1,6,7,1,0,0,0,1,3,+12
Jonah Bolden,PHI,2019-04-06,CHI,201904060CHI,24.717,4,7,.571,3,4,.750,0,0,,0,3,3,2,0,1,0,5,11,+8
Shake Milton,PHI,2019-04-06,CHI,201904060CHI,23.75,0,4,.000,0,2,.000,0,0,,0,3,3,2,0,0,1,2,0,+10
T.J. McConnell,PHI,2019-04-06,CHI,201904060CHI,21.75,3,6,.500,0,0,,1,2,.500,1,3,4,1,1,0,1,1,7,+7
Zhaire Smith,PHI,2019-04-06,CHI,201904060CHI,16.133,1,6,.167,1,5,.200,0,0,,1,2,3,1,0,0,1,0,3,+13
Boban Marjanović,PHI,2019-04-06,CHI,201904060CHI,10.167,4,5,.800,0,1,.000,2,3,.667,1,6,7,1,0,0,0,1,10,+7
Greg Monroe,PHI,2019-04-06,CHI,201904060CHI,10.067,4,5,.800,0,0,,1,1,1.000,1,1,2,2,1,0,0,1,9,+1
Amir Johnson,PHI,2019-04-06,CHI,201904060CHI,0.0,,,,,,,,,,,,,,,,,,,
Jonathon Simmons,PHI,2019-04-06,CHI,201904060CHI,0.0,,,,,,,,,,,,,,,,,,,
Walt Lemon,CHI,2019-04-06,CHI,201904060CHI,30.017,4,16,.250,0,2,.000,0,0,,0,8,8,5,2,0,2,2,8,-19
Robin Lopez,CHI,2019-04-06,CHI,201904060CHI,24.617,4,6,.667,0,1,.000,0,0,,1,2,3,2,0,0,0,0,8,-6
Shaquille Harrison,CHI,2019-04-06,CHI,201904060CHI,23.45,3,6,.500,2,2,1.000,0,0,,0,0,0,2,1,0,2,2,8,-22
Rawle Alkins,CHI,2019-04-06,CHI,201904060CHI,20.217,2,7,.286,1,2,.500,2,2,1.000,1,3,4,2,0,0,2,2,7,-20
Wayne Selden,CHI,2019-04-06,CHI,201904060CHI,12.7,2,7,.286,0,2,.000,0,0,,0,2,2,3,0,0,1,3,4,-3
JaKarr Sampson,CHI,2019-04-06,CHI,201904060CHI,35.3,11,17,.647,1,5,.200,6,7,.857,1,7,8,1,0,2,0,1,29,-17
Timothé Luwawu-Cabarrot,CHI,2019-04-06,CHI,201904060CHI,26.917,5,12,.417,1,6,.167,3,4,.750,0,6,6,0,1,1,0,2,14,+1
Brandon Sampson,CHI,2019-04-06,CHI,201904060CHI,25.417,2,5,.400,2,2,1.000,0,0,,2,1,3,2,0,0,0,3,6,+1
Cristiano Felício,CHI,2019-04-06,CHI,201904060CHI,23.383,2,5,.400,0,0,,1,2,.500,2,0,2,3,0,0,1,5,5,-14
Ryan Arcidiacono,CHI,2019-04-06,CHI,201904060CHI,17.983,3,8,.375,1,3,.333,0,0,,0,2,2,2,0,0,0,2,7,-1
Antonio Blakeney,CHI,2019-04-06,CHI,201904060CHI,0.0,,,,,,,,,,,,,,,,,,,
Goran Dragić,MIA,2019-04-07,TOR,201904070TOR,39.0,4,12,.333,1,4,.250,0,0,,1,4,5,6,1,0,1,2,9,-3
Justise Winslow,MIA,2019-04-07,TOR,201904070TOR,34.067,6,18,.333,1,4,.250,2,3,.667,2,5,7,6,2,0,3,4,15,-15
Dion Waiters,MIA,2019-04-07,TOR,201904070TOR,32.667,6,16,.375,5,12,.417,0,0,,0,4,4,2,0,0,1,1,17,-13
Bam Adebayo,MIA,2019-04-07,TOR,201904070TOR,31.15,2,7,.286,0,0,,3,4,.750,3,10,13,2,1,0,3,3,7,-13
Kelly Olynyk,MIA,2019-04-07,TOR,201904070TOR,16.383,2,6,.333,1,4,.250,1,1,1.000,0,4,4,1,0,0,0,1,6,-6
Dwyane Wade,MIA,2019-04-07,TOR,201904070TOR,32.717,7,14,.500,4,6,.667,3,3,1.000,1,2,3,5,0,0,1,3,21,+1
James Johnson,MIA,2019-04-07,TOR,201904070TOR,30.783,6,11,.545,1,4,.250,5,6,.833,1,3,4,5,1,1,2,2,18,+5
Rodney McGruder,MIA,2019-04-07,TOR,201904070TOR,22.6,1,6,.167,0,0,,0,2,.000,2,4,6,0,0,0,0,0,2,+8
Hassan Whiteside,MIA,2019-04-07,TOR,201904070TOR,21.917,7,9,.778,0,0,,0,0,,2,7,9,0,0,1,0,4,14,+5
Derrick Jones,MIA,2019-04-07,TOR,201904070TOR,3.717,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-9
Yante Maten,MIA,2019-04-07,TOR,201904070TOR,0.0,,,,,,,,,,,,,,,,,,,
Duncan Robinson,MIA,2019-04-07,TOR,201904070TOR,0.0,,,,,,,,,,,,,,,,,,,
Udonis Haslem,MIA,2019-04-07,TOR,201904070TOR,0.0,,,,,,,,,,,,,,,,,,,
Kyle Lowry,TOR,2019-04-07,TOR,201904070TOR,42.45,1,8,.125,0,5,.000,3,4,.750,0,9,9,5,3,0,2,2,5,+7
Kawhi Leonard,TOR,2019-04-07,TOR,201904070TOR,38.0,7,19,.368,3,8,.375,5,7,.714,0,4,4,4,1,0,1,2,22,+7
Pascal Siakam,TOR,2019-04-07,TOR,201904070TOR,36.633,8,10,.800,3,5,.600,4,4,1.000,1,9,10,1,0,0,3,2,23,+19
Danny Green,TOR,2019-04-07,TOR,201904070TOR,35.4,7,13,.538,5,9,.556,2,2,1.000,0,3,3,2,0,2,1,1,21,+18
Marc Gasol,TOR,2019-04-07,TOR,201904070TOR,33.233,2,4,.500,0,1,.000,4,4,1.000,0,10,10,7,0,0,0,5,8,+23
Fred VanVleet,TOR,2019-04-07,TOR,201904070TOR,22.167,1,8,.125,1,6,.167,0,0,,0,1,1,5,1,0,1,0,3,+1
Norman Powell,TOR,2019-04-07,TOR,201904070TOR,21.15,7,7,1.000,4,4,1.000,5,6,.833,0,3,3,1,1,0,0,2,23,+4
Serge Ibaka,TOR,2019-04-07,TOR,201904070TOR,19.283,6,14,.429,0,1,.000,0,0,,2,3,5,0,0,3,1,2,12,-17
OG Anunoby,TOR,2019-04-07,TOR,201904070TOR,16.683,0,4,.000,0,2,.000,0,0,,1,1,2,1,1,0,2,1,0,-22
Jeremy Lin,TOR,2019-04-07,TOR,201904070TOR,0.0,,,,,,,,,,,,,,,,,,,
Malcolm Miller,TOR,2019-04-07,TOR,201904070TOR,0.0,,,,,,,,,,,,,,,,,,,
Jodie Meeks,TOR,2019-04-07,TOR,201904070TOR,0.0,,,,,,,,,,,,,,,,,,,
Chris Boucher,TOR,2019-04-07,TOR,201904070TOR,0.0,,,,,,,,,,,,,,,,,,,
DeMar DeRozan,SAS,2019-04-07,CLE,201904070CLE,31.833,4,9,.444,0,0,,6,7,.857,0,3,3,9,1,0,3,2,14,+19
Bryn Forbes,SAS,2019-04-07,CLE,201904070CLE,30.133,5,11,.455,3,5,.600,0,0,,1,5,6,4,0,0,1,2,13,+20
LaMarcus Aldridge,SAS,2019-04-07,CLE,201904070CLE,29.6,6,14,.429,0,1,.000,6,6,1.000,5,8,13,2,1,0,1,1,18,+11
Jakob Pöltl,SAS,2019-04-07,CLE,201904070CLE,26.0,4,5,.800,0,0,,0,0,,3,7,10,0,2,2,1,1,8,+17
Derrick White,SAS,2019-04-07,CLE,201904070CLE,21.683,3,8,.375,0,2,.000,2,2,1.000,1,3,4,3,0,2,2,2,8,+9
Patty Mills,SAS,2019-04-07,CLE,201904070CLE,21.05,5,9,.556,4,7,.571,0,0,,0,1,1,4,1,0,1,1,14,+18
Dāvis Bertāns,SAS,2019-04-07,CLE,201904070CLE,20.117,6,9,.667,2,4,.500,0,0,,0,2,2,0,1,0,2,0,14,+22
Rudy Gay,SAS,2019-04-07,CLE,201904070CLE,17.083,4,6,.667,0,1,.000,0,1,.000,1,5,6,1,1,0,6,4,8,+6
Marco Belinelli,SAS,2019-04-07,CLE,201904070CLE,13.967,0,3,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,+4
Lonnie Walker,SAS,2019-04-07,CLE,201904070CLE,12.167,3,3,1.000,0,0,,1,2,.500,0,1,1,2,1,1,0,0,7,-2
Donatas Motiejūnas,SAS,2019-04-07,CLE,201904070CLE,5.833,1,1,1.000,0,0,,0,2,.000,0,1,1,1,0,0,0,4,2,-4
Quincy Pondexter,SAS,2019-04-07,CLE,201904070CLE,5.267,2,2,1.000,0,0,,2,2,1.000,0,1,1,0,2,0,1,0,6,-5
Dante Cunningham,SAS,2019-04-07,CLE,201904070CLE,5.267,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-5
Collin Sexton,CLE,2019-04-07,CLE,201904070CLE,40.583,6,15,.400,2,7,.286,2,2,1.000,0,0,0,4,1,0,3,2,16,-14
Cedi Osman,CLE,2019-04-07,CLE,201904070CLE,35.4,4,11,.364,1,4,.250,3,4,.750,2,2,4,0,2,0,1,2,12,-11
Larry Nance,CLE,2019-04-07,CLE,201904070CLE,33.483,4,8,.500,1,2,.500,2,2,1.000,3,8,11,5,4,0,0,3,11,-11
Brandon Knight,CLE,2019-04-07,CLE,201904070CLE,26.583,5,12,.417,1,3,.333,5,7,.714,0,1,1,1,3,1,2,1,16,-9
Channing Frye,CLE,2019-04-07,CLE,201904070CLE,16.017,2,6,.333,1,4,.250,0,0,,0,4,4,1,0,0,2,1,5,+4
Jordan Clarkson,CLE,2019-04-07,CLE,201904070CLE,25.3,1,8,.125,0,4,.000,0,1,.000,0,0,0,0,0,0,3,0,2,-24
David Nwaba,CLE,2019-04-07,CLE,201904070CLE,18.417,1,6,.167,0,1,.000,0,0,,0,2,2,1,2,0,2,1,2,-16
Ante Žižić,CLE,2019-04-07,CLE,201904070CLE,16.967,5,6,.833,0,0,,4,5,.800,4,2,6,2,0,0,3,0,14,-11
Kevin Love,CLE,2019-04-07,CLE,201904070CLE,12.75,2,4,.500,1,3,.333,0,0,,0,4,4,2,1,0,0,0,5,-5
Marquese Chriss,CLE,2019-04-07,CLE,201904070CLE,10.967,0,2,.000,0,0,,2,4,.500,0,1,1,0,1,0,0,5,2,-16
Deng Adel,CLE,2019-04-07,CLE,201904070CLE,3.533,1,1,1.000,1,1,1.000,2,2,1.000,1,1,2,0,0,0,1,1,5,+3
Nik Stauskas,CLE,2019-04-07,CLE,201904070CLE,0.0,,,,,,,,,,,,,,,,,,,
Russell Westbrook,OKC,2019-04-07,MIN,201904070MIN,38.183,10,22,.455,2,6,.333,5,7,.714,1,9,10,15,1,0,4,3,27,-1
Paul George,OKC,2019-04-07,MIN,201904070MIN,37.867,8,22,.364,4,13,.308,7,7,1.000,1,6,7,6,3,0,0,5,27,+11
Jerami Grant,OKC,2019-04-07,MIN,201904070MIN,29.967,5,7,.714,2,3,.667,3,4,.750,3,2,5,0,0,2,1,2,15,0
Steven Adams,OKC,2019-04-07,MIN,201904070MIN,27.467,4,5,.800,0,0,,0,0,,2,4,6,1,1,0,3,6,8,+31
Terrance Ferguson,OKC,2019-04-07,MIN,201904070MIN,25.733,4,5,.800,2,3,.667,1,2,.500,2,2,4,2,0,0,0,3,11,0
Dennis Schröder,OKC,2019-04-07,MIN,201904070MIN,32.167,8,15,.533,1,3,.333,4,4,1.000,0,2,2,1,1,0,2,3,21,+1
Markieff Morris,OKC,2019-04-07,MIN,201904070MIN,24.217,6,12,.500,2,5,.400,0,0,,1,5,6,0,0,0,1,4,14,+2
Nerlens Noel,OKC,2019-04-07,MIN,201904070MIN,12.3,2,2,1.000,0,0,,2,2,1.000,3,0,3,1,0,2,2,3,6,-14
Raymond Felton,OKC,2019-04-07,MIN,201904070MIN,10.05,1,2,.500,1,1,1.000,0,0,,0,2,2,1,0,0,0,1,3,+7
Patrick Patterson,OKC,2019-04-07,MIN,201904070MIN,2.05,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-7
Hamidou Diallo,OKC,2019-04-07,MIN,201904070MIN,0.0,,,,,,,,,,,,,,,,,,,
Abdel Nader,OKC,2019-04-07,MIN,201904070MIN,0.0,,,,,,,,,,,,,,,,,,,
Deonte Burton,OKC,2019-04-07,MIN,201904070MIN,0.0,,,,,,,,,,,,,,,,,,,
Josh Okogie,MIN,2019-04-07,MIN,201904070MIN,36.0,3,5,.600,0,1,.000,2,3,.667,0,1,1,3,2,3,0,2,8,-1
